타임스탬프,,guide,,,,,content_id,light,interior,story,probability,creativity,production,activity,scale,fear,device,fun,service
2023. 11. 16 오후 2:20:12,,,,,,,559840,,,,,,,,,,,,
2023. 11. 16 오후 2:20:21,,,,,,,560093,,,,,,,,,,,,
2023. 11. 16 오후 2:20:28,,,,,,,560343,,,,,,,,,,,,
2023. 11. 16 오후 2:20:35,,,,,,,567215,,,,,,,,,,,,
2023. 11. 16 오후 2:20:48,,,,,,,424968,,,,,,,,,,,,
2023. 11. 16 오후 2:21:59,,,,,,,430032,,,,,,,,,,,,
2023. 11. 16 오후 2:22:09,,,,,,,440051,,,,,,,,,,,,
2023. 11. 16 오후 2:22:16,,,,,,,447226,,,,,,,,,,,,
2023. 11. 16 오후 2:31:47,,,,,,,459312,,,,,,,,,,,,
2023. 11. 16 오후 2:31:54,,,,,,,459396,,,,,,,,,,,,
2023. 11. 16 오후 2:32:00,,,,,,,459807,,,,,,,,,,,,
2023. 11. 16 오후 2:32:26,,,,,,,462623,,,,,,1,,,,,1,
2023. 11. 16 오후 2:32:33,,,,,,,476752,,,,,,,,,,,,
2023. 11. 16 오후 2:32:53,,,,,,,480659,,,,,,,,-1,,,,
2023. 11. 16 오후 2:33:00,,,,,,,428130,,,,,,,,,,,,
2023. 11. 16 오후 2:33:11,,,,,,,428556,,,,,,,,,,,,
2023. 11. 16 오후 2:33:19,,,,,,,430033,,,,,,,,,,,,
2023. 11. 16 오후 2:33:26,,,,,,,441133,,,,,,,,,,,,
2023. 11. 16 오후 2:34:23,,,,,,,605417,,,,,,,,,,,,
2023. 11. 16 오후 2:34:30,,,,,,,605694,,,,,,,,,,,,
2023. 11. 16 오후 2:34:40,,,,,,,606664,,1,,,,,,,,,,
2023. 11. 16 오후 2:34:45,,,,,,,606708,,,,,,,,,,,-1,
2023. 11. 16 오후 2:34:49,,,,,,,430683,,,,,,,,,,-1,,
2023. 11. 16 오후 2:34:50,,,,,,,459313,,,,,,,,,,,,
2023. 11. 16 오후 2:34:53,,,,,,,431346,,,,,,,,,,,,
2023. 11. 16 오후 2:34:57,,-1,,,,,607029,,,,,,,,,,,,
2023. 11. 16 오후 2:34:58,,,,,,,434287,,,,,1,,,,,,,
2023. 11. 16 오후 2:35:02,,,,,,,607044,,,,,,,,,,,,
2023. 11. 16 오후 2:35:03,,,,,,,434975,,1,,,,,,,,,,
2023. 11. 16 오후 2:35:07,,,,,,,436214,,1,,,,,,,,,,
2023. 11. 16 오후 2:35:11,,,,,,,426698,,,,,,,,,,,,
2023. 11. 16 오후 2:35:16,,,,,,,431480,,1,,,,,,,,,,
2023. 11. 16 오후 2:35:17,,,,,,,607183,,,,,,,,,,,,
2023. 11. 16 오후 2:35:22,,,,,,,433308,,1,1,,,,,,,,,
2023. 11. 16 오후 2:35:27,,,,,,,433766,,,,,,,,,,,,
2023. 11. 16 오후 2:35:29,,,,,,,605559,,,,,1,1,,,,,,
2023. 11. 16 오후 2:35:32,,,,,,,437018,,,,,,,,,,,,
2023. 11. 16 오후 2:35:36,,,,,,,606660,,,,,,,,,,,1,
2023. 11. 16 오후 2:35:37,,,,,,,437634,,,1,,,,,,,,,
2023. 11. 16 오후 2:35:42,,,,,,,606661,,,,,1,,,,,,1,
2023. 11. 16 오후 2:35:43,,,,,,,442526,,,,,,,,1,,,,
2023. 11. 16 오후 2:35:47,,,,,,,606991,,,,,,,,,,,,
2023. 11. 16 오후 2:35:48,,,,,,,446148,,1,,,,,,,,,,
2023. 11. 16 오후 2:35:56,,,,,,,446169,,,1,,,,,1,,,,
2023. 11. 16 오후 2:35:58,,,,,,,607050,,1,,,,1,,,,,1,
2023. 11. 16 오후 2:36:03,,,,,,,607306,,,,,,,,,,,,
2023. 11. 16 오후 2:36:04,,,,,,,446509,,1,1,,,,,,,,,
2023. 11. 16 오후 2:36:08,,,,,,,429796,,,,,,,,,,,,
2023. 11. 16 오후 2:36:09,,,,,,,607575,,,,,,,,,,,,
2023. 11. 16 오후 2:36:13,,,,,,,431050,-1,,,,,,,,,,,
2023. 11. 16 오후 2:36:16,,,,,,,608165,,,,,,,,,,,1,
2023. 11. 16 오후 2:36:17,,,,,,,431709,,,,,,,,,,,,
2023. 11. 16 오후 2:36:22,,,,,,,608801,,,,,-1,,,,,,,
2023. 11. 16 오후 2:36:26,,,,,,,432842,,,,,,1,,1,,,,
2023. 11. 16 오후 2:36:28,,,,,,,609415,,,,,,,,,,-1,,
2023. 11. 16 오후 2:36:33,,-1,,,,,439369,,,,,,,,,,,,-1
2023. 11. 16 오후 2:36:34,,,,,,,606321,,,,,,,,,,,,
2023. 11. 16 오후 2:36:36,,,,,,,446865,,,,,,,,,,,,
2023. 11. 16 오후 2:36:41,,,,,,,449631,,,,,,,,,,,,
2023. 11. 16 오후 2:36:44,,,,,,,606698,,,,,,,,,,,,
2023. 11. 16 오후 2:36:48,,-1,,,,,456728,,,,,,,,,,,,
2023. 11. 16 오후 2:36:51,,,,,,,606706,,,,,1,,,,,,1,
2023. 11. 16 오후 2:36:54,,,,,,,456729,,,,-1,,,,1,,,,
2023. 11. 16 오후 2:36:55,,,,,,,606914,,,-1,,,,,,,,,
2023. 11. 16 오후 2:37:00,,-1,,,,,456730,,,,,,,,,,,,
2023. 11. 16 오후 2:37:04,,,,,,,433690,,,,,,,,,,,,
2023. 11. 16 오후 2:37:07,,,,,,,606945,,1,-1,,,,,1,,1,1,
2023. 11. 16 오후 2:37:08,,,,,,,434105,,,,,,,,,,,,
2023. 11. 16 오후 2:37:12,,,,,,,607282,,,-1,,,,,,,,,
2023. 11. 16 오후 2:37:14,,,,,,,434109,,,,,,,,,,,1,
2023. 11. 16 오후 2:37:16,,,,,,,607284,,,,,,,,,,,,
2023. 11. 16 오후 2:37:20,,,,,,,444494,,,,,,,,,,,1,
2023. 11. 16 오후 2:37:32,,,,,,,446061,,,,,,,,,,,,
2023. 11. 16 오후 2:37:37,,,,,,,463491,,,,,,,,,,,1,
2023. 11. 16 오후 2:37:41,,,,,,,607411,,,-1,,,,,,,,,
2023. 11. 16 오후 2:37:42,,,,,,,503716,,,,,,,,,,,1,
2023. 11. 16 오후 2:37:45,,,,,,,607570,,,,,,,,,,,,
2023. 11. 16 오후 2:37:47,,-1,,,,,503721,,,,,,,,,,,,
2023. 11. 16 오후 2:37:51,,,,,,,607687,,,,,,,,,,,,
2023. 11. 16 오후 2:37:57,,,,,,,607788,,1,,,,1,,,,,,
2023. 11. 16 오후 2:37:58,,,,,,,509090,,,,,,,,,,,1,
2023. 11. 16 오후 2:38:02,,,,,,,509289,,,,,,,,,,,,
2023. 11. 16 오후 2:38:06,,,,,,,607907,,1,,,,,,,,,,
2023. 11. 16 오후 2:38:10,,,,,,,608293,,1,,,,,,,,,,
2023. 11. 16 오후 2:38:12,,,,,,,429171,,1,1,,,-1,,,,,,
2023. 11. 16 오후 2:38:16,,,,,,,434238,,,,,,,,,,,,
2023. 11. 16 오후 2:38:19,,,,,,,610112,,,,,,,,,,,,
2023. 11. 16 오후 2:38:22,,,,,,,610811,,,,,,,,,,,,
2023. 11. 16 오후 2:38:23,,,,,,,438203,,,,,,,-1,,,,,
2023. 11. 16 오후 2:38:27,,,,,,,438252,,,,,,,,,,,,
2023. 11. 16 오후 2:38:28,,,,,,,611026,,1,-1,,,,,,,,,
2023. 11. 16 오후 2:38:31,,-1,,,,,441758,,,,,,,,,,,,
2023. 11. 16 오후 2:38:35,,,,,,,459040,,,,,,,,,,,,
2023. 11. 16 오후 2:38:37,,,,,,,612044,,1,,,,,,,,,,
2023. 11. 16 오후 2:38:40,,,,,,,464252,,1,,,,,,,,,,
2023. 11. 16 오후 2:38:43,,,,,,,612596,,,,,,,,,,,1,
2023. 11. 16 오후 2:38:46,,,,,,,468456,,,-1,,,,,,,,,
2023. 11. 16 오후 2:38:51,,,,,,,493225,,,,,,,,,,,,
2023. 11. 16 오후 2:39:01,,,,,,,499213,,1,,,,,,,,,1,
2023. 11. 16 오후 2:39:05,,,,,,,425251,,,,,,,,,,,,
2023. 11. 16 오후 2:39:09,,,,,,,613445,,1,1,,,,,,,,,
2023. 11. 16 오후 2:39:09,,,,,,,425579,,,,,,,,,,,,
2023. 11. 16 오후 2:39:14,,-1,,,,,425581,,,,,,,,,,,,
2023. 11. 16 오후 2:39:23,,,,,,,432089,,,,,1,,,,,,,1
2023. 11. 16 오후 2:39:30,,,,,,,432165,,,,,,,,,,,1,
2023. 11. 16 오후 2:39:33,,,,,,,614408,,,1,,,,,,,,1,
2023. 11. 16 오후 2:39:34,,,,,,,432628,,,,,,,,,,,,
2023. 11. 16 오후 2:39:39,,,,,,,433083,,,,,,,,,,,,
2023. 11. 16 오후 2:39:41,,,,,,,609018,,,1,,,,,,,,,
2023. 11. 16 오후 2:39:44,,,,,,,438793,,,,,,,,,,,,
2023. 11. 16 오후 2:39:45,,,,,,,610307,,,,,,,,,,,1,
2023. 11. 16 오후 2:39:49,,,,,,,453346,,,,,,,,,,,,
2023. 11. 16 오후 2:39:50,,,,,,,610962,,,,,,,,,,,,
2023. 11. 16 오후 2:39:53,,,,,,,455096,,,,,,,,,,,,
2023. 11. 16 오후 2:39:55,,,,,,,611008,,,,,,,,,,,1,
2023. 11. 16 오후 2:39:59,,,,,,,611155,,,,,,,,,,,,
2023. 11. 16 오후 2:40:00,,,,,,,438407,,,,,,,,,,,,
2023. 11. 16 오후 2:40:05,,,,,,,446038,,1,,,,,,,,,,1
2023. 11. 16 오후 2:40:05,,,,,,,611454,,,,,,-1,,,,,1,
2023. 11. 16 오후 2:40:17,,,,,,,611476,,,,,,,,,,,,
2023. 11. 16 오후 2:40:19,,,,,,,446696,,,,,,,,,,,,
2023. 11. 16 오후 2:40:22,,,,,,,613786,,,,,,,,,,,1,
2023. 11. 16 오후 2:40:24,,,,,,,468842,,,,,,,,,,,,
2023. 11. 16 오후 2:40:31,,,,,,,476728,,,,,,,,,,,,
2023. 11. 16 오후 2:40:33,,,,,,,613911,,1,,,,,,,,,1,
2023. 11. 16 오후 2:40:35,,,,,,,478532,,,,,,,,,,,,
2023. 11. 16 오후 2:40:38,,-1,,,,,617842,,,,,,,,,,,,
2023. 11. 16 오후 2:40:40,,,,,,,479714,,,,,,,,,,,,
2023. 11. 16 오후 2:40:45,,,,,,,484873,,,,,,,,,,,,
2023. 11. 16 오후 2:40:46,,,,,,,609015,,1,,,,,,,,,,
2023. 11. 16 오후 2:40:50,,,,,,,486162,,,,,,,,,,,,
2023. 11. 16 오후 2:40:51,,,,,,,610305,,,,,,,,,,,,
2023. 11. 16 오후 2:40:56,,,,,,,491378,,,,,,,,1,,,,
2023. 11. 16 오후 2:40:58,,,,,,,610960,,,,,,,,,,,,
2023. 11. 16 오후 2:41:02,,,,,,,431079,,,,,,,,,,,,
2023. 11. 16 오후 2:41:03,,,,,,,611006,,,,,,,,,,,,
2023. 11. 16 오후 2:41:07,,,,,,,453682,,1,,,,,,,,,,
2023. 11. 16 오후 2:41:09,,,,,,,611156,,,,,,,,,,,,
2023. 11. 16 오후 2:41:14,,,,,,,454389,,,,,,,,,,-1,,
2023. 11. 16 오후 2:41:17,,,,,,,611474,,,,,,,,1,,,,
2023. 11. 16 오후 2:41:19,,,,,,,461918,,,,,,,,,,,,
2023. 11. 16 오후 2:41:24,,,,,,,469945,,,,,,,,,,,,
2023. 11. 16 오후 2:41:24,,,,,,,613907,,,,-1,,,,,,,,
2023. 11. 16 오후 2:41:28,,,,,,,473351,,,,,,,,,,,,
2023. 11. 16 오후 2:41:36,,,,,,,484815,,,,,,,,,,,,
2023. 11. 16 오후 2:41:41,,,,,,,486277,,,,,,,,,,,1,
2023. 11. 16 오후 2:41:47,,,,,,,487637,,,,,,,,,,,1,
2023. 11. 16 오후 2:41:52,,,,,,,615652,,,,,,,,,,,1,1
2023. 11. 16 오후 2:41:55,,,,,,,497504,,1,,,,,,-1,,,,
2023. 11. 16 오후 2:41:57,,-1,,,,,617072,,,,,,,,,,,,
2023. 11. 16 오후 2:42:01,,,,,,,437625,,,,,,1,,,,,,
2023. 11. 16 오후 2:42:02,,-1,,,,,620058,,,,,,,,,,,,
2023. 11. 16 오후 2:42:06,,,,,,,452810,,,,,,,,,-1,,,
2023. 11. 16 오후 2:42:08,,,,,,,610306,,,,,1,,,,,,,
2023. 11. 16 오후 2:42:12,,,,,,,611007,,,,,,,,,,,,
2023. 11. 16 오후 2:42:18,,,,,,,456259,,1,,,,,,,,,,
2023. 11. 16 오후 2:42:22,,,,,,,461919,,,,,1,,,,,,1,
2023. 11. 16 오후 2:42:25,,-1,,,,,611158,,,1,,,,,,,,,
2023. 11. 16 오후 2:42:31,,,,,,,611473,,,,,,,,,,,,
2023. 11. 16 오후 2:42:34,,,,,,,620429,,,,,,,,,,,,
2023. 11. 16 오후 2:42:39,,,,,,,620448,,,,,,,,,,,,
2023. 11. 16 오후 2:42:40,,,,,,,484817,,,,,,1,,,,1,,
2023. 11. 16 오후 2:42:46,,-1,,,,,620521,,,,,,,,,,,,
2023. 11. 16 오후 2:42:47,,,,,,,486280,,,,,,,,,,,1,
2023. 11. 16 오후 2:42:51,,,,,,,497585,,,,,,,,,,,1,
2023. 11. 16 오후 2:42:52,,,,,,,622554,,,,,1,,,,,,1,
2023. 11. 16 오후 2:42:55,,,,,,,526748,,,,,,,,,,,,
2023. 11. 16 오후 2:43:02,,,,,,,527173,,,,,,1,,,,,,
2023. 11. 16 오후 2:43:04,,,,,,,632766,,,,,1,,,,,,,
2023. 11. 16 오후 2:43:06,,,,,,,527212,,,,,,,,,,,,
2023. 11. 16 오후 2:43:08,,,,,,,638431,,,-1,,,,,,,,,
2023. 11. 16 오후 2:43:13,,,,,,,612911,,,,,,1,,,,,,
2023. 11. 16 오후 2:43:16,,,,,,,431084,,1,,,,,,,,-1,,
2023. 11. 16 오후 2:43:19,,,,,,,612918,,,,,,1,,,,,,
2023. 11. 16 오후 2:43:21,,,,,,,444400,,1,,,,,,,,,,
2023. 11. 16 오후 2:43:24,,,,,,,613718,,,,-1,,,,,,,,
2023. 11. 16 오후 2:43:27,,,,,,,461920,,,,,,,,,,-1,,
2023. 11. 16 오후 2:43:33,,,,,,,484819,,,,,,,,,,,1,
2023. 11. 16 오후 2:43:34,,,,,,,616333,,,,-1,,1,,,,,1,
2023. 11. 16 오후 2:43:39,,,,,,,497538,,,,,,,,,,,,
2023. 11. 16 오후 2:43:40,,,,,,,616878,,,,,,,,,,-1,,1
2023. 11. 16 오후 2:43:48,,,,,,,616933,,,,,,,,,,-1,1,
2023. 11. 16 오후 2:44:05,,,,,,,514441,,,,,,,,,,,,
2023. 11. 16 오후 2:44:07,,,,,,,618104,,,,,,,,,,,1,
2023. 11. 16 오후 2:44:14,,,,,,,618115,,,,,,,,,,,,
2023. 11. 16 오후 2:44:17,,-1,,,,,518070,,1,,,,,,,,,,
2023. 11. 16 오후 2:44:21,,,,,,,526720,,,,,,,,,,,,
2023. 11. 16 오후 2:44:22,,,,,,,618121,,,,,,,,,,,,
2023. 11. 16 오후 2:44:25,,,,,,,627220,,,,,,,,,,,,
2023. 11. 16 오후 2:44:27,,,,,,,527177,,,,,,,,,,,,
2023. 11. 16 오후 2:44:31,,,,,,,613125,,,,,1,,,,,,,
2023. 11. 16 오후 2:44:33,,,,,,,531015,,1,,,,,,,,,,
2023. 11. 16 오후 2:44:40,,,,,,,434834,,,,,,1,,,,,1,
2023. 11. 16 오후 2:44:44,,,,,,,616275,,,1,,,,,,,,1,
2023. 11. 16 오후 2:44:45,,,,,,,442527,,,,,,,,,,,,
2023. 11. 16 오후 2:44:51,,,,,,,443853,,,,,,,,,,,,
2023. 11. 16 오후 2:44:54,,,,,,,447515,,,,,,,,,,,,
2023. 11. 16 오후 2:44:59,,,,,,,449037,,,,,,,,,,,,
2023. 11. 16 오후 2:45:02,,,,,,,452731,,,,,,,,,,,,
2023. 11. 16 오후 2:45:06,,,,,,,454067,,,,,,,,,,,,
2023. 11. 16 오후 2:45:11,,,,,,,465061,,,,,,,,,,,,
2023. 11. 16 오후 2:45:15,,,,,,,466413,,,,,,,,,,,,
2023. 11. 16 오후 2:45:25,,,,,,,471809,,,,,,,,,,,,
2023. 11. 16 오후 2:45:32,,,,,,,416469,,,,,,1,,,,1,,
2023. 11. 16 오후 2:45:36,,,,,,,424357,,,,,,,,,,,,
2023. 11. 16 오후 2:45:41,,,,,,,425421,,,,,1,,,,,,,
2023. 11. 16 오후 2:45:46,,,,,,,431010,,,,,1,,,,,,,
2023. 11. 16 오후 2:45:53,,,,,,,432059,,,,,,,,-1,,,,
2023. 11. 16 오후 2:45:57,,,,,,,432217,,,,,,,,,,,,
2023. 11. 16 오후 2:46:02,,,,,,,433352,,,,,,,,,,1,,
2023. 11. 16 오후 2:46:09,,,,,,,437822,,,,,,,,,,,1,
2023. 11. 16 오후 2:46:14,,,,,,,456524,,,,,,,,,,,,
2023. 11. 16 오후 2:46:21,,,,,,,456668,,,,,,,,,,1,1,
2023. 11. 16 오후 2:46:25,,,,,,,429092,,,,,,,,,,,,
2023. 11. 16 오후 2:46:30,,,,,,,432923,,,,,,,,,,,1,
2023. 11. 16 오후 2:46:40,,-1,,,,,434451,,,,,,,,,,-1,,
2023. 11. 16 오후 2:46:46,,,,,,,440380,,,,,,,,,,,1,
2023. 11. 16 오후 2:46:51,,,,,,,455134,,,,,,,,,,,1,
2023. 11. 16 오후 2:46:57,,,,,,,461543,,,,,1,,,,,,,
2023. 11. 16 오후 2:47:01,,,,,,,469189,,,,,,,,,,,,
2023. 11. 16 오후 2:47:05,,,,,,,469272,,,,,,1,,,,,,
2023. 11. 16 오후 2:47:12,,,,,,,469386,,,,,1,,,,,,,
2023. 11. 16 오후 2:47:19,,0,,,,,459313,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오후 2:47:19,,,,,,,469610,,,1,,,1,,,,,,
2023. 11. 16 오후 2:47:24,,,,,,,442633,,,,,,,,,,,,
2023. 11. 16 오후 2:47:28,,,,,,,452633,,,,,,,,,,,,
2023. 11. 16 오후 2:47:33,,-1,,,,,468655,,,,,,,,,,,,
2023. 11. 16 오후 2:47:34,,-1,,,,,456792,,,,,,,,,,-1,,
2023. 11. 16 오후 2:47:39,,,,,,,461124,,,,,,,,,,-1,,
2023. 11. 16 오후 2:47:44,,,,,,,471485,,,,,1,,,,,,,
2023. 11. 16 오후 2:47:45,,,,,,,467764,,,1,,1,,,,,,,
2023. 11. 16 오후 2:47:49,,,,,,,502239,,,,,,,,,,,,
2023. 11. 16 오후 2:47:53,,,,,,,472718,,,,,,,,,,,,
2023. 11. 16 오후 2:47:58,,,,,,,507680,,1,,,,,,,,,,
2023. 11. 16 오후 2:47:59,,,,,,,484640,,,,,,,,,,,,
2023. 11. 16 오후 2:48:03,,,,,,,509493,,,,,,,,,,,,
2023. 11. 16 오후 2:48:08,,,,,,,510824,,,,,,,-1,,,,,
2023. 11. 16 오후 2:48:12,,,,,,,511413,,,,,,,,,,,,
2023. 11. 16 오후 2:48:14,,,,,,,485031,,,,,,,,,,,,
2023. 11. 16 오후 2:48:17,,,,,,,431693,,,,,,,,,,,1,
2023. 11. 16 오후 2:48:23,,,,,,,432224,,,,,,,,,,1,1,
2023. 11. 16 오후 2:48:28,,,,,,,425262,,,,,,,,,,,,
2023. 11. 16 오후 2:48:31,,,,,,,439949,,,-1,,,,,,,1,,
2023. 11. 16 오후 2:48:39,,,,,,,441509,,,,,,,,,,1,-1,
2023. 11. 16 오후 2:48:40,,,,,,,425591,,,,,,,,,1,,,
2023. 11. 16 오후 2:48:44,,,,,,,442646,,,,,-1,,,,,,,
2023. 11. 16 오후 2:48:51,,,,,,,456779,,,-1,,,,,,,-1,,
2023. 11. 16 오후 2:48:53,,,,,,,433017,,,,,1,,,,1,,,
2023. 11. 16 오후 2:48:54,,,,,,,457168,,,,,,,,,,,,
2023. 11. 16 오후 2:49:02,,,,,,,457734,,1,,,,,,,,,1,
2023. 11. 16 오후 2:49:09,,,,,,,444786,,,,,,,,,,,,
2023. 11. 16 오후 2:49:09,,,,,,,461126,,1,,,,,,,,,,
2023. 11. 16 오후 2:49:15,,,,,,,466587,,,,,,,,,,,1,
2023. 11. 16 오후 2:49:18,,,,,,,447231,,1,,,,,,,,,,
2023. 11. 16 오후 2:49:21,,,,,,,424563,,,,,,,,,,,,
2023. 11. 16 오후 2:49:25,,,,,,,426202,,,,,,,,,,,1,
2023. 11. 16 오후 2:49:29,,,,,,,449763,,,,,,,,,1,,,
2023. 11. 16 오후 2:49:32,,,,,,,428662,,,,,,,,,,,1,
2023. 11. 16 오후 2:49:36,,,,,,,428722,,,,,,,,,,,,
2023. 11. 16 오후 2:49:39,,,,,,,449846,,,,,,,,,,,,1
2023. 11. 16 오후 2:49:40,,,,,,,432973,,,,,,,,,,,,
2023. 11. 16 오후 2:49:44,,,,,,,433866,,,,,,,,,,,,
2023. 11. 16 오후 2:49:48,,,,,,,437267,,,,,,,,,,,,
2023. 11. 16 오후 2:49:52,,,,,,,438403,,,,,,,,,,,,
2023. 11. 16 오후 2:50:00,,-1,,,,,443229,,,,,,,,,,,,
2023. 11. 16 오후 2:50:00,,,,,,,463260,1,1,,,,,,,1,,,
2023. 11. 16 오후 2:50:04,,,,,,,443617,,,,,,,,,,,,
2023. 11. 16 오후 2:50:09,,,,,,,433689,,,,,1,,,,,,,
2023. 11. 16 오후 2:50:17,,,,,,,466631,,,,,,,,,1,-1,,
2023. 11. 16 오후 2:50:17,,,,,,,433876,,,,,,,,-1,,-1,,1
2023. 11. 16 오후 2:50:21,,,,,,,434103,,,,,,,,,,-1,,
2023. 11. 16 오후 2:50:26,,,,,,,434104,,,,,,,,,,-1,,
2023. 11. 16 오후 2:50:29,,,,,,,466859,,,,,,,,,1,,,
2023. 11. 16 오후 2:50:32,,,,,,,434107,,,,,,,,,,-1,,
2023. 11. 16 오후 2:50:38,,,,,,,442154,,,,,,,,,,,,
2023. 11. 16 오후 2:50:40,,,,,,,442256,,,,,,,,,,,,
2023. 11. 16 오후 2:50:43,,,,,,,444497,,,,,,,,,,,,
2023. 11. 16 오후 2:50:45,,,,,,,442174,,,,,,,,,,,,
2023. 11. 16 오후 2:50:47,,,,,,,446063,,,,,,,,,,,,
2023. 11. 16 오후 2:50:51,,,,,,,457094,,,,,,,,,,,,
2023. 11. 16 오후 2:50:52,,,,,,,449964,,,,,,,,-1,,,,
2023. 11. 16 오후 2:50:56,,,,,,,478664,,,,,,,,,,,,
2023. 11. 16 오후 2:50:57,,,,,,,457352,,,,,,,,,,,,
2023. 11. 16 오후 2:51:01,,,,,,,436107,,1,,,,,,,,,,
2023. 11. 16 오후 2:51:05,,,,,,,437515,,,,,,,,,,,,
2023. 11. 16 오후 2:51:13,,,,,,,441517,,,,,,,,,,,,
2023. 11. 16 오후 2:51:15,,,,,,,457371,,,,,,,,,,,,
2023. 11. 16 오후 2:51:19,,-1,,,,,456397,,,1,,,,,,,,,
2023. 11. 16 오후 2:51:23,,,,,,,459392,,,,,,,,,,,,
2023. 11. 16 오후 2:51:25,,,,,,,515142,,,,,,,,,,,,
2023. 11. 16 오후 2:51:30,,,,,,,459468,,,,,,,,,-1,,,
2023. 11. 16 오후 2:51:33,,,,,,,517907,,,,,,,,,,,,
2023. 11. 16 오후 2:51:34,,,,,,,472916,,,,,,,,,,,,
2023. 11. 16 오후 2:51:40,,,,,,,550812,,,,,,,,,,,1,
2023. 11. 16 오후 2:51:50,,,,,,,476372,,1,1,,,,-1,,-1,,,
2023. 11. 16 오후 2:51:52,,,,,,,559538,,,,,,,,,,,,
2023. 11. 16 오후 2:51:59,,,,,,,568643,,,,,,,,,,,,
2023. 11. 16 오후 2:52:07,,,,,,,442150,,,,,,,,,,,,
2023. 11. 16 오후 2:52:11,,,,,,,480439,,-1,1,,,-1,,,,,,
2023. 11. 16 오후 2:52:15,,,,,,,480484,,,,,,,,,,,,
2023. 11. 16 오후 2:52:19,,,,,,,434728,,,,,,,,,,,,
2023. 11. 16 오후 2:52:21,,,,,,,442172,,,,1,,,,,,,,
2023. 11. 16 오후 2:52:25,,,,,,,435995,,1,,,,,,,,,,
2023. 11. 16 오후 2:52:28,,,,,,,442683,,,,,,,,,,,,
2023. 11. 16 오후 2:52:29,,,,,,,443742,,,,,,,,,,,,
2023. 11. 16 오후 2:52:33,,,,,,,450192,,,,,,,,,,,,
2023. 11. 16 오후 2:52:36,,,,,,,449522,,,,,,,,,,,,
2023. 11. 16 오후 2:52:37,,,,,,,462366,,,,,,,,,,,,
2023. 11. 16 오후 2:52:43,,,,,,,469154,,,,,,,,,,,,
2023. 11. 16 오후 2:52:45,,,,,,,457350,,,,-1,,,,,,,1,
2023. 11. 16 오후 2:52:49,,,,,,,472919,,1,,,,,,,,,,
2023. 11. 16 오후 2:52:57,,,,,,,476375,,1,1,,,,-1,,-1,,,
2023. 11. 16 오후 2:52:58,,,,,,,457369,,,,-1,,,,,,,,
2023. 11. 16 오후 2:53:01,,,,,,,480480,,,,,,,,,,,,
2023. 11. 16 오후 2:53:06,,,,,,,484870,,,,,,,,,,,,
2023. 11. 16 오후 2:53:07,,,,,,,509310,,1,,,,,,,,,,
2023. 11. 16 오후 2:53:10,,,,,,,429251,,,,,,,,,,,,
2023. 11. 16 오후 2:53:16,,,,,,,429252,,,,,,,,,1,,,
2023. 11. 16 오후 2:53:21,,,,,,,434723,1,,,,,,,,,,,
2023. 11. 16 오후 2:53:28,,,,,,,434771,,,,,,,,,1,,,
2023. 11. 16 오후 2:53:37,,,,,,,515140,,,,,,,,,,-1,,
2023. 11. 16 오후 2:53:37,,,,,,,435999,,,,,,1,,,1,,,
2023. 11. 16 오후 2:53:44,,,,,,,444553,,,,,,,,,1,,,
2023. 11. 16 오후 2:53:49,,,,,,,445158,,,,,,1,,,,,,
2023. 11. 16 오후 2:53:55,,,,,,,449005,,,,,,,,,1,,,
2023. 11. 16 오후 2:53:56,,,,,,,528535,,,,-1,,,,,,,,
2023. 11. 16 오후 2:53:59,,,,,,,455171,,,,,,,,,,,,
2023. 11. 16 오후 2:54:05,,,,,,,545552,,,,,,,,,,,,
2023. 11. 16 오후 2:54:07,,,,,,,459466,,,,,,,,,1,,,
2023. 11. 16 오후 2:54:14,,,,,,,428392,,,,,,,,,,1,,
2023. 11. 16 오후 2:54:17,,,,,,,442147,,,,,,,,,,,,
2023. 11. 16 오후 2:54:19,,,,,,,475270,,,,,,,,,,,,
2023. 11. 16 오후 2:54:28,,,,,,,442171,,,,,,,,,,,,
2023. 11. 16 오후 2:54:28,,-1,,,,,475273,,,,,,,,,,1,,
2023. 11. 16 오후 2:54:34,,,,,,,479733,,,,,,,,,,-1,,
2023. 11. 16 오후 2:54:37,,,,,,,442685,,,,,,,,,,,,
2023. 11. 16 오후 2:54:45,,,,,,,490268,,1,,,,,,,,,,
2023. 11. 16 오후 2:54:50,,,,,,,451435,,,,,,,,,,-1,,
2023. 11. 16 오후 2:54:59,,,,,,,457372,,,,,,,,,,1,,
2023. 11. 16 오후 2:55:07,,,,,,,484299,,,,,,,,,,,,
2023. 11. 16 오후 2:55:16,,,,,,,507707,,,,,,,,-1,,,,
2023. 11. 16 오후 2:55:24,,,,,,,509304,,,,,,,,,,,,
2023. 11. 16 오후 2:55:32,,,,,,,515150,,,,,,,,,,,,
2023. 11. 16 오후 2:55:41,,,,,,,528533,,,,,,,,,,,,
2023. 11. 16 오후 2:55:55,,,,,,,442153,,,,,,,,,,,,
2023. 11. 16 오후 2:56:03,,,,,,,442173,,,,,,,,,,,,
2023. 11. 16 오후 2:56:16,,,,,,,442654,-1,,,,,,,,,,,
2023. 11. 16 오후 2:56:22,,,,,,,457320,,,,,,,,,,,,
